Item_Weight,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Item_Fat_Content,Item_Type,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
6.559183331763469,0.03182761498438562,163.36720932234581,1985,Low Fat,Fruits and Vegetables,Small,Tier 2,Supermarket Type2,2627.7806753223676
16.532512425346315,0.06991595639545758,195.2421043951236,2002,reg,Soft Drinks,High,Tier 2,Supermarket Type1,3968.0670422779526
17.331188816763877,0.28511392544462794,219.3361398190316,2007,LF,Soft Drinks,High,Tier 2,Supermarket Type3,4189.170365512108
13.979456919167536,0.287498305944416,200.4346287105524,2007,low fat,Snack Foods,Small,Tier 3,Supermarket Type3,4027.939667263835
17.502248623236625,0.029312182616027548,195.4597424043689,2002,Low Fat,Snack Foods,High,Tier 1,Grocery Store,2084.5186503962304
12.845766018921765,0.004499550113141004,256.2601918681391,2002,LF,Household,Small,Tier 2,Supermarket Type1,4789.07460219654
13.3319115336175,0.04833000697692667,171.16718498221158,1997,LF,Others,Small,Tier 2,Supermarket Type1,3622.5957610568344
11.732689108423635,0.2988038350146745,180.53112787747807,1987,LF,Meat,Medium,Tier 2,Supermarket Type2,3600.96323413623
4.977041329300799,0.053999884983206056,230.57815635297257,2004,low fat,Baking Goods,High,Tier 1,Grocery Store,3137.781056352908
6.362575973487514,0.15076428201660694,188.4243539467256,2007,Low Fat,Snack Foods,High,Tier 1,Supermarket Type3,3845.6421445873516
5.078010319537135,0.2545253179291533,203.2391661741178,2002,Low Fat,Fruits and Vegetables,Small,Tier 1,Grocery Store,2739.6417872475813
15.241694909231512,0.006120483206461902,86.02964125621097,1999,Low Fat,Fruits and Vegetables,Medium,Tier 2,Supermarket Type3,2583.441850891902
9.831180482082289,0.18134669467753783,118.24772716704166,1998,Regular,Meat,Medium,Tier 1,Supermarket Type1,3090.676297185972
13.093987611567005,0.08310763466088729,65.61581624229487,1985,reg,Meat,High,Tier 2,Grocery Store,369.59457325680614
19.797116761958364,0.25870047493191944,149.8548789486793,2009,Low Fat,Fruits and Vegetables,nan,Tier 2,Supermarket Type2,3128.7083818072874
8.7381094497011,0.08503834477922374,138.0959391598579,1998,Regular,Fruits and Vegetables,Small,Tier 3,Supermarket Type3,3552.781700514767
11.44443310699858,0.20602671608457265,265.33326135567233,1987,Regular,Dairy,High,Tier 3,Supermarket Type1,4704.618818884614
17.243259127523217,0.20226588973421908,174.6340334116525,1998,LF,Snack Foods,High,Tier 3,Grocery Store,1993.4783401368124
8.393809180259257,0.066448064657892,215.81453345068948,1999,reg,Snack Foods,nan,Tier 1,Supermarket Type2,4188.876543415657
5.843262485123722,0.010439759960505035,109.49344762804874,1987,LF,Snack Foods,nan,Tier 3,Grocery Store,885.3202913571681
9.417824408951303,0.12277487213561918,226.41315286555718,2004,reg,Soft Drinks,Medium,Tier 1,Supermarket Type3,4430.037458408598
7.258517625867274,0.08675794558976091,175.5449671246056,1997,LF,Dairy,Medium,Tier 2,Supermarket Type2,3997.705550894517
20.16892055935523,0.24269332488411258,194.79319792563302,2007,low fat,Others,Medium,Tier 3,Supermarket Type3,3348.113291771785
18.126422376682207,0.2401092565366036,100.19123281812178,1998,reg,Dairy,Medium,Tier 3,Supermarket Type1,2347.9697749255965
15.191183109375114,0.13710718565778765,159.93002204846064,1999,Regular,Soft Drinks,Small,Tier 1,Supermarket Type2,3434.7726237343145
19.19053791515366,0.18195366759696566,179.99868875219803,1997,Regular,Household,nan,Tier 1,Grocery Store,2669.370158639954
18.051690891905125,0.18127785479607755,169.43724881689656,1999,reg,Baking Goods,High,Tier 3,Supermarket Type1,3093.4359139597163
7.684376989285402,0.248147444528287,246.07052218477313,2009,LF,Household,Medium,Tier 1,Grocery Store,3451.7566093947357
19.544991174631626,0.12750072423695924,242.09407615575006,1987,low fat,Household,High,Tier 1,Supermarket Type1,4582.422223624681
13.610949664182932,0.08263400393715271,259.18125360106455,2004,low fat,Household,Small,Tier 1,Grocery Store,3436.4440799814242
18.11499460675625,0.07951047544216423,187.8455814116425,2007,Low Fat,Meat,Medium,Tier 2,Supermarket Type3,4185.996277020473
19.604333838714687,0.16085768378466123,259.3998205795359,1997,reg,Others,Small,Tier 3,Supermarket Type3,4851.490335110216
9.892458379527312,0.13474446081966376,226.63233000749858,1998,low fat,Dairy,Medium,Tier 1,Supermarket Type1,4389.69328658324
6.398872332064969,0.13203623129548084,94.64555297989043,1987,LF,Meat,High,Tier 1,Supermarket Type1,2460.180296706988
8.37931073070462,0.02734120172691217,131.4473823445548,2009,LF,Snack Foods,Small,Tier 2,Supermarket Type2,3032.1152037796833
11.725410848921106,0.2155811222070587,87.02222391441731,1997,Regular,Meat,Medium,Tier 2,Supermarket Type1,1978.7242072433496
18.292648067497886,0.0641210063945732,31.986332795182822,2009,low fat,Soft Drinks,High,Tier 2,Supermarket Type1,1528.3715457218752
19.01027379870657,0.059086089062616406,75.19145698952352,2004,low fat,Household,High,Tier 2,Supermarket Type2,2258.1020679553503
4.666795792924003,0.12382749608321802,31.95423777741578,2002,LF,Fruits and Vegetables,High,Tier 3,Supermarket Type1,995.2312419221967
13.130554683303103,0.06833350248534042,200.16203841736515,1997,Regular,Household,Medium,Tier 3,Grocery Store,2761.74650055001
11.562504852899487,0.1751574801924046,131.0005599644819,2004,low fat,Dairy,High,Tier 1,Supermarket Type3,3239.5576554043237
8.281411215908268,0.11143900180034146,104.4550608632967,1997,LF,Others,High,Tier 3,Supermarket Type2,2642.7219054522507
6.5637381712058716,0.13467351677783704,210.00440940736917,2002,Regular,Meat,Medium,Tier 1,Supermarket Type2,3746.7044559134947
10.22193487958095,0.16115079648120864,226.63439203561657,2007,Regular,Dairy,Small,Tier 3,Supermarket Type1,4204.870568858188
20.39088302573032,0.06106065674454145,260.19539158272175,1999,LF,Meat,High,Tier 3,Supermarket Type3,4205.234481238751
9.979809257948688,0.04672548685965894,181.87319239868168,1997,Regular,Meat,Medium,Tier 3,Supermarket Type2,3620.7915565536464
13.265682445288551,0.2641265708620814,139.45930525691216,2002,Regular,Meat,Small,Tier 1,Grocery Store,1317.846241979459
16.36071850943899,0.13011711084942632,102.73711087774744,2007,Low Fat,Fruits and Vegetables,High,Tier 1,Supermarket Type1,2520.670352639489
10.658977319972138,0.12362808288976174,83.24477916534318,1997,Regular,Snack Foods,Medium,Tier 2,Supermarket Type3,2549.1178802647564
20.87593898971214,0.010683645081852444,81.03759836341129,1999,low fat,Household,nan,Tier 1,Supermarket Type1,2064.8660345903595
20.71911455502747,0.14939289077621795,127.15950305915271,2009,Regular,Meat,Medium,Tier 2,Supermarket Type1,3030.7269523672753
8.779942569866119,0.1662509164833,264.0697934926635,1997,low fat,Soft Drinks,High,Tier 1,Grocery Store,3434.7721309601116
12.903774898992076,0.16765226128639996,31.200618897789766,1987,LF,Baking Goods,Small,Tier 1,Grocery Store,303.1643925405448
9.604755604921731,0.2121093507968653,77.34338584928518,2007,Regular,Baking Goods,Small,Tier 3,Grocery Store,1082.9021472853299
9.335320305541455,0.05324455049730353,75.27235086483985,2004,LF,Meat,Small,Tier 1,Supermarket Type2,2377.3230711508195
5.169700715556151,0.07566694026918565,199.5230791000887,2009,reg,Household,High,Tier 3,Supermarket Type3,3660.283576197147
14.790680810862266,0.2432191395691238,113.83391098554453,1998,Regular,Household,High,Tier 1,Supermarket Type2,2842.0505380946556
12.995007590244875,0.2841511850530182,138.45628907907786,1997,LF,Snack Foods,Small,Tier 2,Supermarket Type1,3014.582292691447
5.414843020999821,0.04077982421019619,65.92667066042767,1999,reg,Snack Foods,Small,Tier 1,Supermarket Type3,2142.665955915898
9.231260599175073,0.14929486635156544,126.17430413608271,1985,low fat,Fruits and Vegetables,Small,Tier 3,Supermarket Type3,2490.2799481020434
19.808866884239784,0.06425287582187605,55.251955797871474,1999,low fat,Meat,Small,Tier 3,Supermarket Type1,1724.2762123783164
8.574639763205138,0.018021950506494733,156.26517265381705,1997,low fat,Soft Drinks,Medium,Tier 3,Supermarket Type1,3450.0932445385183
6.984233851132547,0.09765100143784063,54.01551586497115,1985,low fat,Fruits and Vegetables,High,Tier 3,Supermarket Type2,1483.9228339730753
12.772806372663059,0.04310628755526382,216.76946957569172,1997,low fat,Fruits and Vegetables,nan,Tier 1,Grocery Store,2829.232499806121
21.108927629058094,0.21297992203027388,164.15140362201504,1999,Low Fat,Meat,Small,Tier 3,Grocery Store,1861.8068287123438
8.616528561393206,0.16011762410143332,201.13245033677646,1999,LF,Meat,Medium,Tier 3,Supermarket Type1,4030.1601890948077
15.84187719641876,0.04315034129709326,129.35135086338073,2007,reg,Fruits and Vegetables,nan,Tier 1,Grocery Store,1746.1306134090935
17.345209537522457,0.00277247652165431,120.65045391192342,1985,reg,Fruits and Vegetables,nan,Tier 3,Supermarket Type3,3621.7070239177783
8.542310739072315,0.2424471147072638,54.079088926482946,2004,Regular,Others,Small,Tier 2,Supermarket Type2,1834.5781660028863
16.784034656679243,0.052858321849274255,154.10606765506333,1999,LF,Fruits and Vegetables,Small,Tier 2,Grocery Store,1755.1355203553983
10.728756629683454,0.1818649926662298,151.9080087414166,1997,Low Fat,Others,Medium,Tier 3,Supermarket Type1,3857.9770854306444
15.172737953972135,0.10107657392302367,141.00398044565725,1998,Low Fat,Dairy,Small,Tier 2,Supermarket Type1,3455.125525805255
15.193299140783033,0.17564578149451068,205.02181570037558,1997,LF,Fruits and Vegetables,nan,Tier 3,Grocery Store,3108.23228724342
13.551014692455944,0.0946960880946972,226.6385340076033,2007,low fat,Others,Small,Tier 1,Supermarket Type1,4471.051624335399
6.066868136914059,0.02608186820767625,207.43557361289942,1998,low fat,Household,Medium,Tier 2,Supermarket Type1,4356.455242061953
18.583081925899197,0.06688500256732607,64.8084495596083,1997,LF,Baking Goods,Medium,Tier 2,Supermarket Type3,1986.6292909394806
9.939105091525162,0.05641756994372268,177.18398468129539,1987,reg,Soft Drinks,Medium,Tier 1,Supermarket Type2,3674.7030696862475
7.683510974717551,0.12840580573189314,49.875929837040346,1997,low fat,Soft Drinks,Medium,Tier 2,Supermarket Type2,1781.2899132447976
5.235022378120034,0.1974851350278472,194.23623754851198,2004,Regular,Baking Goods,Medium,Tier 3,Grocery Store,2538.465130584298
14.477001445562461,0.07914182248390726,120.73218769186477,2002,Low Fat,Meat,Small,Tier 3,Supermarket Type3,2833.3096074484497
15.933081278950343,0.003620980590185385,62.13725472257735,1999,low fat,Snack Foods,High,Tier 2,Supermarket Type3,2348.6407133726166
4.828675525987983,0.15568120927942705,233.58195138939004,2007,reg,Fruits and Vegetables,Medium,Tier 1,Supermarket Type3,4676.392403141019
13.15316337942792,0.1817278468076916,175.2919596741503,1985,low fat,Others,High,Tier 3,Supermarket Type3,3689.815241080923
8.355129023325357,0.28886114820054287,114.36036746766896,1997,low fat,Soft Drinks,Small,Tier 3,Supermarket Type1,2763.7998716713346
15.388902878878756,0.17684124092797404,38.22088721786739,1987,Low Fat,Soft Drinks,Medium,Tier 2,Grocery Store,54.23549582134483
7.479356007283856,0.14135176781344255,157.26791086584848,1987,Regular,Household,High,Tier 1,Supermarket Type2,3033.613000695582
16.15775400012143,0.17202048776931114,247.95808144426465,1985,Regular,Household,High,Tier 3,Supermarket Type2,5019.628278824128
11.04715381784903,0.2783701889586081,171.14926068505594,1999,reg,Dairy,nan,Tier 1,Supermarket Type3,3866.023635703994
20.28706381077714,0.24851344368049386,259.3378920855809,1999,LF,Baking Goods,High,Tier 2,Supermarket Type2,4557.970148719165
6.860351861652687,0.0968936200091424,63.06601279355775,1997,LF,Dairy,nan,Tier 2,Grocery Store,120.39160542018118
10.279914697644344,0.07117630909714118,164.55169957978666,2009,LF,Others,nan,Tier 3,Supermarket Type2,3678.276672811788
6.456355156841896,0.07879008370982209,218.55938628151094,2002,reg,Soft Drinks,High,Tier 1,Supermarket Type1,4182.325270800109
20.084852787079853,0.1513263119145639,154.5020718145433,2002,low fat,Meat,nan,Tier 1,Supermarket Type3,3020.5377653658893
19.289301136800482,0.22321483536857334,52.40059365705606,2002,Regular,Soft Drinks,High,Tier 2,Supermarket Type2,1304.6564745179126
8.883419345614614,0.15096576215488863,167.97821036359616,1987,Regular,Meat,nan,Tier 2,Grocery Store,1880.998515512503
15.637731973374208,0.020338918748433774,174.75840787298085,2007,low fat,Snack Foods,Medium,Tier 2,Supermarket Type2,3660.5563179992887
18.279332963380426,0.21707421013199427,202.24667339170784,2002,Regular,Soft Drinks,Medium,Tier 2,Grocery Store,2448.9166383017837
13.877373634870967,0.24179103860128615,209.88470606388637,1997,Regular,Household,Medium,Tier 2,Supermarket Type1,3750.3651470140085
13.448129716380908,0.0868493595359159,212.1315817294927,2009,LF,Fruits and Vegetables,High,Tier 3,Supermarket Type2,4005.4736834345467
8.613118487127588,0.19923772178500512,186.909432505157,1987,LF,Soft Drinks,High,Tier 3,Supermarket Type3,3970.1646067733495
6.114126499139107,0.127977570316318,81.71562880838466,2004,Low Fat,Dairy,Small,Tier 1,Grocery Store,1200.6429409363816
19.62322473361589,0.2667358067182328,125.99540262227765,1997,Low Fat,Snack Foods,High,Tier 3,Supermarket Type1,2903.897201751294
19.677023360343952,0.25356766744822196,213.39054356438368,2002,Regular,Snack Foods,Small,Tier 3,Supermarket Type3,4510.702040042123
15.186104482190903,0.15762959949289268,255.0553410991911,1999,LF,Meat,Small,Tier 3,Supermarket Type1,5042.127409139086
10.245700489618171,0.20745166374407834,49.55253673660617,2002,Low Fat,Meat,Medium,Tier 1,Supermarket Type2,1569.042395652979
10.416720853492702,0.2650049103066312,156.8511192823408,2007,Low Fat,Soft Drinks,High,Tier 3,Supermarket Type1,3634.053960959966
16.746055405020023,0.14871510302348265,104.44273376121201,1997,LF,Others,High,Tier 1,Supermarket Type1,2903.9335361096473
19.621452367203297,0.09397522214664658,83.967565164455,1987,Low Fat,Meat,Small,Tier 1,Grocery Store,614.2639810589062
19.45305192765397,0.22609984137287437,149.86551062713303,2007,low fat,Dairy,Small,Tier 3,Grocery Store,1753.2952646579665
17.651909170408082,0.06601987643540753,173.43099503078614,1985,low fat,Household,High,Tier 3,Supermarket Type3,3431.9001859260834
15.336131655392034,0.1165593444018126,33.296474383578094,1987,LF,Fruits and Vegetables,Small,Tier 3,Supermarket Type3,1122.3419434740288
5.9635514119168205,0.2597181711320381,214.34854446727988,1985,LF,Others,High,Tier 2,Grocery Store,3022.165473286561
7.265362396789511,0.21732670208079452,223.6723008459702,1999,Low Fat,Fruits and Vegetables,High,Tier 1,Supermarket Type2,4835.917205496487
19.64571036725493,0.12114330157424977,257.8950437734643,2007,Regular,Meat,nan,Tier 1,Supermarket Type1,4849.983573581914
14.738008202281112,0.06442335072250722,73.45127730780331,1987,reg,Soft Drinks,Small,Tier 2,Supermarket Type2,1941.4272274182144
4.704510467159378,0.10679051724967095,170.71985215482277,1998,low fat,Meat,Medium,Tier 2,Supermarket Type2,3881.191629599301
6.25472192014934,0.0852312447682299,131.2569627669527,1998,low fat,Snack Foods,High,Tier 3,Supermarket Type3,3321.688422365414
15.696829721015337,0.052826786383156174,109.6845451155074,2004,LF,Dairy,Small,Tier 2,Grocery Store,885.4277524172712
4.635034608616474,0.22299987406969699,163.9238610878136,1985,Regular,Baking Goods,Small,Tier 2,Supermarket Type1,3500.9112541648033
7.251575263813978,0.07562096605505145,214.86002690753432,2009,LF,Soft Drinks,Small,Tier 2,Supermarket Type2,4816.729525002608
13.768727661358646,0.13625024105032915,36.41740410962438,1997,Low Fat,Household,High,Tier 1,Supermarket Type2,2092.6616472804453
16.173839321237246,0.11575783405083272,258.8090264530539,2002,Regular,Dairy,High,Tier 2,Supermarket Type2,4604.903271384933
15.502949159643688,0.2946232135906892,221.32217264084204,1999,Low Fat,Household,High,Tier 3,Supermarket Type2,3902.3955386619846
8.317724398937404,0.11732767324446615,207.52112035671092,1998,low fat,Others,Small,Tier 1,Grocery Store,2718.1218816678042
16.514610918638603,0.023994744839026437,209.6910348124183,2009,LF,Soft Drinks,Medium,Tier 1,Supermarket Type2,4359.265357421154
